image_path,label,show_label,thisN,thisTrialN,thisRepN,emotion_rating.response,emotion_rating.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,trial.started,label_text.started,stim_image.started,label_text.stopped,stim_image.stopped,emotion_rating.started,trial.stopped,trials.emotion_rating.response,trials.emotion_rating.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\360_F_268212419_ZBJvlgVezhjziaP9aynnMGMLOvjUgNG5.jpg,Ten piesek jest smutny,1,0,0,0,1.3916666666666666,3.5912275000009686,0,0,0,0,0.09174559999883058,,False,0.08775859999877866,0.09174559999883058,1.0044190000007802,1.1011340000004566,2.0153347000014037,2.0153347000014037,3.6950517000004766,1.3916666666666666,3.5912275000009686,919660,001,2026-04-18_23h45.41.886,untitled,,2026.1.1,60.10500344069796,2026-04-18 23h45.42.342461 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\dachshund-8910099_640.jpg,Ten piesek jest wesoły,0,1,1,0,4.441666666666666,3.4423743000006652,0,1,1,1,3.713188800000353,,,3.709762700000283,3.713188800000353,4.708347299998422,4.724882200000138,5.72147490000134,5.7049875000011525,7.168468500000017,4.441666666666666,3.4423743000006652,919660,001,2026-04-18_23h45.41.886,untitled,,2026.1.1,60.10500344069796,2026-04-18 23h45.42.342461 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\ee7bd76502e1d9aea7c74fc5bea75be9.jpg,Ten piesek jest smutny,0,2,2,0,1.3666666666666667,3.4973524999986694,0,2,2,2,7.185246099998039,,,7.179555800001253,7.185246099998039,8.182232099999965,8.19883689999915,9.195005900000979,9.179283099998429,10.691811600001529,1.3666666666666667,3.4973524999986694,919660,001,2026-04-18_23h45.41.886,untitled,,2026.1.1,60.10500344069796,2026-04-18 23h45.42.342461 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\images (1).jpg,Ten piesek jest smutny,1,3,3,0,1.55,3.305250800000067,0,3,3,3,10.70890380000128,,,10.69618619999892,10.70890380000128,11.706027799998992,11.722270999998727,12.719267699998454,12.702600399999938,14.01637320000009,1.55,3.305250800000067,919660,001,2026-04-18_23h45.41.886,untitled,,2026.1.1,60.10500344069796,2026-04-18 23h45.42.342461 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\images (2).jpg,Ten piesek jest wesoły,1,4,4,0,4.341666666666667,3.402841500002978,0,4,4,4,14.032743100000516,,,14.02116340000066,14.032743100000516,15.030183800001396,15.046779500000412,16.043222299998888,16.02668790000098,17.44050480000078,4.341666666666667,3.402841500002978,919660,001,2026-04-18_23h45.41.886,untitled,,2026.1.1,60.10500344069796,2026-04-18 23h45.42.342461 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\images (3).jpg,Ten piesek jest smutny,1,5,5,0,1.5,3.136026899999706,0,5,5,5,17.456779299998743,,,17.446133599998575,17.456779299998743,18.454180100001395,18.47081529999923,19.46740829999908,19.451042299999244,20.59830829999919,1.5,3.136026899999706,919660,001,2026-04-18_23h45.41.886,untitled,,2026.1.1,60.10500344069796,2026-04-18 23h45.42.342461 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\images (4).jpg,Ten piesek jest smutny,0,6,6,0,5,3.7385389000010036,0,6,6,6,20.614677599998686,,,20.600921900000685,20.614677599998686,21.612282599999162,21.62887150000097,22.62535729999945,22.608835300001374,24.35450689999925,5,3.7385389000010036,919660,001,2026-04-18_23h45.41.886,untitled,,2026.1.1,60.10500344069796,2026-04-18 23h45.42.342461 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\images (5).jpg,Ten piesek jest wesoły,1,7,7,0,,,0,7,7,7,24.37098049999986,,,24.362624099998357,24.37098049999986,25.368684400000348,25.385260399998515,26.381644199998846,26.365599500000826,,,,,,,,,,,,
