image_path,etykieta,left_label,right_label,show_label,thisN,thisTrialN,thisRepN,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,trial.started,label_text.started,stim_image.started,label_text.stopped,slider.started,stim_image.stopped,trial.stopped,trials.slider.response,trials.slider.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\ee7bd76502e1d9aea7c74fc5bea75be9.jpg,test,radość,smutek,1,0,0,0,4.5,4.695000700012315,0,0,0,0,0.12191510002594441,,True,0.10225970001192763,0.12191510002594441,1.0121825000096578,1.1364049999974668,2.0009380000119563,2.0175100000051316,4.813648700015619,4.5,4.695000700012315,pilot,001,2026-04-20_14h20.54.579,untitled_FINAL_NEWEST,,2026.1.1,60.496616722692316,2026-04-20 14h20.54.696689 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\ee7bd76502e1d9aea7c74fc5bea75be9.jpg,test,strach,złość,1,1,1,0,,,0,1,1,1,4.827726600022288,,,4.820918200013693,4.827726600022288,5.8248281000123825,5.842243899998721,6.841673000017181,6.841673000017181,,,,,,,,,,,,
