thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,textbox_2.started,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,demo_suwaka.started,spacja_suwak.started,suwaki_instrukcja.started,textbox_3.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,False,0.033396100043319166,0.04776380001567304,0.04776380001567304,4.176151600084268,space,4.112355099990964,None,,,,,495838,001,2026-04-27_17h27.00.592,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 17h27.01.225830 +0200,
,,,,,,,,,,4.1854915000731125,4.196248500025831,4.196248500025831,4.196248500025831,,,,,,,,
