thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,textbox_2.started,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,demo_suwaka.started,spacja_suwak.started,textbox_3.started,suwaki_interpretacja.started,demo_suwaka.stopped,spacja_suwak.keys,spacja_suwak.rt,spacja_suwak.duration,info_trening.started,spacja_trening.started,proba_testowa.started,info_trening.stopped,spacja_trening.keys,spacja_trening.rt,spacja_trening.duration,trial_trening.started,pilot_fiksacja1.started,pilot_fiksacja1.stopped,pilot_label_text.started,pilot_label_text.stopped,pilot_fiksacja2.started,pilot_fiksacja2.stopped,pilot_stim_image.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,False,0.16997980000451207,0.18844649998936802,0.18844649998936802,22.011899100034498,space,21.806623499956913,None,,,,,,,,,,,,,,,,,,,,,,,,194210,001,2026-04-27_18h00.12.847,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 18h00.13.748972 +0200,
,,,,,,,,,,22.01646830001846,22.022881099954247,22.022881099954247,22.022881099954247,23.335545500041917,space,1.3019010000862181,None,,,,,,,,,,,,,,,,194210,001,2026-04-27_18h00.12.847,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 18h00.13.748972 +0200,
,,,,,,,,,,,,,,,,,,23.336171100032516,23.351403399952687,23.351403399952687,24.116313299979083,space,0.7595704999985173,None,,,,,,,,,194210,001,2026-04-27_18h00.12.847,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 18h00.13.748972 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,24.137978499988094,24.141980899963528,24.896963299950585,25.07983790000435,28.088378999964334,28.271347500034608,29.035623700008728,29.219601599965245,,,,,,,,
