image_path,etykieta,left_label,right_label,show_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,trial.started,label_text.started,stim_image.started,label_text.stopped,suwak_badanie.started,stim_image.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\ee7bd76502e1d9aea7c74fc5bea75be9.jpg,test,radość,smutek,1,0,0,0,0,0,0,0,0.11476070000207983,,True,0.10253020000527613,0.11476070000207983,1.0296033000049647,1.1306403999915347,2.010047099989606,2.0441227999981493,,,,,,,,,
