image_path,label,show_label,thisN,thisTrialN,thisRepN,slider_emotion1.response,slider_emotion1.rt,slider_emotion2.response,slider_emotion2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,trial.started,label_text.started,stim_image.started,label_text.stopped,slider_emotion1.started,slider_emotion2.started,stim_image.stopped,trial.stopped,trials.slider_emotion1.response,trials.slider_emotion1.rt,trials.slider_emotion2.response,trials.slider_emotion2.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\360_F_268212419_ZBJvlgVezhjziaP9aynnMGMLOvjUgNG5.jpg,Ten piesek jest smutny,1,0,0,0,4.7,6.027997999990475,None,None,0,0,0,0,0.08924420000403188,,False,0.08474520000163466,0.08924420000403188,1.0089006000052905,1.0917731999943499,2.005630999992718,2.005630999992718,2.0223219000035897,6.128564800004824,4.7,6.027997999990475,None,None,794026,001,2026-04-19_22h14.02.530,untitled,,2026.1.1,60.099982332797005,2026-04-19 22h14.03.092343 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\dachshund-8910099_640.jpg,Ten piesek jest wesoły,0,1,1,0,,,,,0,1,1,1,6.1497723999927985,,,6.1455127999943215,6.1497723999927985,7.142194899992319,7.158463600004325,8.145898799994029,8.145898799994029,8.15641009999672,,,,,,,,,,,,,,
