thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,image.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,False,0.02774170006159693,0.03210060007404536,0.03210060007404536,,,,,,,,
