thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,textbox_2.started,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,demo_suwaka.started,spacja_suwak.started,suwaki_instrukcja.started,textbox_3.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,False,0.03278380003757775,0.04955560003872961,0.04955560003872961,1.4631303999340162,space,1.4008318999549374,None,,,,,172259,001,2026-04-27_17h18.56.030,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 17h18.56.697235 +0200,
,,,,,,,,,,1.4666315999347717,1.4732918000081554,1.4732918000081554,1.4732918000081554,,,,,,,,
