image_path,label,show_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,trial.started,label_text.started,stim_image.started,label_text.stopped,stim_image.stopped,emotion_rating.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\360_F_268212419_ZBJvlgVezhjziaP9aynnMGMLOvjUgNG5.jpg,Ten piesek jest smutny,1,0,0,0,0,0,0,0,0.09082390000003215,,False,0.0807254000010289,0.09082390000003215,0.09082390000003215,1.0909504000010202,1.0909504000010202,2.0049612000002526,,,,,,,,,
