thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,text_instr.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,True,0.009315399976912886,0.02456920000258833,0.02456920000258833,,,,,,,,,
