thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,text_instr.started,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,demo_suwaka.started,suwak_info.started,spacja_suwak.started,demo_suwaka.stopped,spacja_suwak.keys,spacja_suwak.rt,spacja_suwak.duration,info_trening.started,spacja_trening.started,proba_testowa.started,info_trening.stopped,spacja_trening.keys,spacja_trening.rt,spacja_trening.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,False,0.0028101999778300524,0.009018799988552928,0.009018799988552928,2.194554799993057,space,2.1622996000223793,None,,,,,,,,,,,,,,,250392,001,2026-04-24_17h50.50.091,untitled_FINAL_NEWEST,,2026.1.1,60.140174722414336,2026-04-24 17h50.50.553148 +0200,
,,,,,,,,,,2.1946484000072815,2.200603900011629,2.200603900011629,3.7867117999703623,space,1.5715426999959163,None,,,,,,,,250392,001,2026-04-24_17h50.50.091,untitled_FINAL_NEWEST,,2026.1.1,60.140174722414336,2026-04-24 17h50.50.553148 +0200,
,,,,,,,,,,,,,,,,,3.7867887999746017,3.803075500007253,3.803075500007253,5.448826199979521,space,1.6412879000417888,None,250392,001,2026-04-24_17h50.50.091,untitled_FINAL_NEWEST,,2026.1.1,60.140174722414336,2026-04-24 17h50.50.553148 +0200,
