thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,textbox_2.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,False,0.03672730003017932,0.05030660005286336,0.05030660005286336,,,,,,,,
