image_path,etykieta,left_label,right_label,show_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,trial.started,fiksacja1.started,label_text.started,fiksacja1.stopped,label_text.stopped,fiksacja2.started,stim_image.started,fiksacja2.stopped,suwak_badanie.started,lewa_etykieta.started,prawa_etykieta.started,pytanie.started,stim_image.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\ee7bd76502e1d9aea7c74fc5bea75be9.jpg,test,radość,smutek,1,0,0,0,0,0,0,0,0.15898579999338835,,True,0.13676069999928586,0.15898579999338835,1.1029590000107419,1.1682297000079416,3.6119089999992866,3.6119089999992866,4.609619199996814,4.63394430000335,5.506239499984076,5.506239499984076,5.506239499984076,5.506239499984076,5.522958899993682,,,,,,,,,
