image_path,etykieta,left_label,right_label,show_label,proporcja_zdjecia,typ_etykiety,warunek,kierunek,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,text_instr.started,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,demo_suwaka.started,suwak_info.started,spacja_suwak.started,demo_suwaka.stopped,spacja_suwak.keys,spacja_suwak.rt,spacja_suwak.duration,info_trening.started,spacja_trening.started,proba_testowa.started,info_trening.stopped,spacja_trening.keys,spacja_trening.rt,spacja_trening.duration,trial_trening.started,pilot_fiksacja1.started,pilot_fiksacja1.stopped,pilot_label_text.started,pilot_label_text.stopped,pilot_fiksacja2.started,pilot_fiksacja2.stopped,pilot_stim_image.started,pilot_suwak.started,pilot_pytanie.started,pilot_lewa_etykieta.started,pilot_prawa_etykieta.started,pilot_stim_image.stopped,trial_trening.stopped,pilot_suwak.response,pilot_suwak.rt,koniec_treningu.started,spacja_start.started,start_badania.started,koniec_treningu.stopped,spacja_start.keys,spacja_start.rt,spacja_start.duration,trial.started,fiksacja1.started,fiksacja1.stopped,label_text.started,label_text.stopped,fiksacja2.started,fiksacja2.stopped,stim_image.started,suwak_badanie.started,lewa_etykieta.started,prawa_etykieta.started,pytanie.started,stim_image.stopped,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,False,0.022940599999856204,0.03514940000604838,0.03514940000604838,3.3220242999959737,space,3.2542210000101477,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746039,001,2026-04-24_18h47.30.893,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 18h47.31.415070 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.3226800999836996,3.32919600000605,3.32919600000605,3.847064799978398,space,0.5153175999876112,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746039,001,2026-04-24_18h47.30.893,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 18h47.31.415070 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8477739000227302,3.863279799988959,3.863279799988959,4.345806900004391,space,0.47658030001912266,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746039,001,2026-04-24_18h47.30.893,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 18h47.31.415070 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.386959300027229,4.3922831999952905,4.893510200025048,5.059868899988942,8.068139499984682,8.251161599997431,8.766313000000082,8.950121700007003,9.849149200017564,9.849149200017564,9.849149200017564,9.849149200017564,9.863291900022887,12.04218019999098,38.64583333333333,7.662776799988933,,,,,,,,,,,,,,,,,,,,,746039,001,2026-04-24_18h47.30.893,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 18h47.31.415070 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.042652899981476,12.057498099980876,12.057498099980876,13.287900399998762,space,1.2271267999894917,None,,,,,,,,,,,,,,746039,001,2026-04-24_18h47.30.893,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 18h47.31.415070 +0200,
"C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\Twarze 50,50\SZ 50,50\1K SZ 5050.png",Model sztucznej inteligencji wykrył w tej twarzy 72% strachu .,strach,złość,1,50/50,Procentowa AI,n/d,Sugestia Lewo strach,0,0,0,0,0,0,0,13.37821160000749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.373922500002664,13.37821160000749,13.885737300035544,14.00212040002225,16.711355499981437,16.893901300034486,17.392501800030004,17.593163100013044,18.789059999980964,18.789059999980964,18.789059999980964,18.789059999980964,18.805333200027235,,,,,,,,
