thisRow.t,notes,piloting,trial.started,trial.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,True,0.020328199956566095,0.020382599905133247,pilot,001,2026-04-25_19h10.07.004,untitled_FINAL_NEWEST,,2026.1.1,60.594419158736116,2026-04-25 19h10.07.025061 +0200,
