image_path,label_text,left_label,right_label,show_label,thisN,thisTrialN,thisRepN,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,trial.started,label_text.started,stim_image.started,label_text.stopped,slider.started,stim_image.stopped,trial.stopped,trials.slider.response,trials.slider.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\ee7bd76502e1d9aea7c74fc5bea75be9.jpg,test,radość,smutek,1,0,0,0,4.725,4.822291399992537,0,0,0,0,0.2451236000051722,,False,0.23847120002028532,0.2451236000051722,1.0032574000069872,1.2522298000112642,1.9997764000145253,2.0167702000180725,5.075774400000228,4.725,4.822291399992537,798639,001,2026-04-20_14h13.01.850,untitled_FINAL_NEWEST,,2026.1.1,60.26412560739822,2026-04-20 14h13.01.947915 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\ee7bd76502e1d9aea7c74fc5bea75be9.jpg,test,strach,złość,1,1,1,0,,,0,1,1,1,5.121047000022372,,,5.117025400017155,5.121047000022372,6.089575300022261,6.122429800016107,7.086191800015513,7.1027132000017446,,,,,,,,,,,,
