image_path,etykieta,left_label,right_label,show_label,thisN,thisTrialN,thisRepN,suwak_badanie.response,suwak_badanie.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,trial.started,fiksacja1.started,fiksacja1.stopped,label_text.started,label_text.stopped,fiksacja2.started,stim_image.started,fiksacja2.stopped,suwak_badanie.started,lewa_etykieta.started,prawa_etykieta.started,pytanie.started,stim_image.stopped,trial.stopped,trials.suwak_badanie.response,trials.suwak_badanie.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\ee7bd76502e1d9aea7c74fc5bea75be9.jpg,test,radość,smutek,1,0,0,0,29.16666666666667,24.9894198999973,0,0,0,0,0.06783159999758936,,True,0.06274480000138283,0.06783159999758936,1.0835094000212848,1.1002278000232764,3.6101475000032224,3.6101475000032224,4.606646700005513,4.6305820000125095,5.520224800013239,5.520224800013239,5.520224800013239,5.520224800013239,5.537536000018008,25.053530800010776,29.16666666666667,24.9894198999973,pilot,001,2026-04-20_15h52.36.657,untitled_FINAL_NEWEST,,2026.1.1,60.28814114255575,2026-04-20 15h52.36.862220 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\ee7bd76502e1d9aea7c74fc5bea75be9.jpg,test,strach,złość,1,1,1,0,,,0,1,1,1,25.083448799996404,,,25.072154800000135,25.083448799996404,,,,,,,,,,,,,,,,,,,,,,,
