image_path,label,show_label,thisN,thisTrialN,thisRepN,slider_emotion1.response,slider_emotion1.rt,slider_emotion2.response,slider_emotion2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,trial.started,label_text.started,stim_image.started,label_text.stopped,slider_emotion1.started,slider_emotion2.started,stim_image.stopped,trial.stopped,trials.slider_emotion1.response,trials.slider_emotion1.rt,trials.slider_emotion2.response,trials.slider_emotion2.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\360_F_268212419_ZBJvlgVezhjziaP9aynnMGMLOvjUgNG5.jpg,Ten piesek jest smutny,1,0,0,0,4.35,6.738083099990035,None,None,0,0,0,0,0.08926599999540485,,False,0.08547370000451338,0.08926599999540485,1.006296999999904,1.1033443000051193,2.018653200007975,2.018653200007975,2.030400899995584,6.83843830000842,4.35,6.738083099990035,None,None,644635,001,2026-04-19_22h09.40.005,untitled,,2026.1.1,60.210568401530146,2026-04-19 22h09.40.531263 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\dachshund-8910099_640.jpg,Ten piesek jest wesoły,0,1,1,0,,,,,0,1,1,1,6.861429800002952,,,6.8577721000037855,6.861429800002952,7.8515558000071906,7.868162700004177,,,,,,,,,,,,,,,,,
