thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,text_instr.started,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,demo_suwaka.started,suwak_info.started,spacja_suwak.started,demo_suwaka.stopped,spacja_suwak.keys,spacja_suwak.rt,spacja_suwak.duration,info_trening.started,spacja_trening.started,proba_testowa.started,info_trening.stopped,spacja_trening.keys,spacja_trening.rt,spacja_trening.duration,trial_trening.started,pilot_fiksacja1.started,pilot_fiksacja1.stopped,pilot_label_text.started,pilot_fiksacja2.started,pilot_label_text.stopped,pilot_stim_image.started,pilot_fiksacja2.stopped,pilot_suwak.started,pilot_pytanie.started,pilot_lewa_etykieta.started,pilot_prawa_etykieta.started,pilot_stim_image.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,False,0.003347999998368323,0.026638799987267703,0.026638799987267703,1.1839708000188693,space,1.134340799995698,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,899694,001,2026-04-24_18h17.31.000,untitled_FINAL_NEWEST,,2026.1.1,60.283307427314575,2026-04-24 18h17.32.592994 +0200,
,,,,,,,,,,1.1846051000175066,1.1901922000106424,1.1901922000106424,1.5482621000264771,space,0.34526089997962117,None,,,,,,,,,,,,,,,,,,,,,899694,001,2026-04-24_18h17.31.000,untitled_FINAL_NEWEST,,2026.1.1,60.283307427314575,2026-04-24 18h17.32.592994 +0200,
,,,,,,,,,,,,,,,,,1.5488515000324696,1.5644094999879599,1.5644094999879599,1.8971541000064462,space,0.32668389996979386,None,,,,,,,,,,,,,,899694,001,2026-04-24_18h17.31.000,untitled_FINAL_NEWEST,,2026.1.1,60.283307427314575,2026-04-24 18h17.32.592994 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,1.941282499989029,1.9457279000198469,2.9601280000060797,3.009913099987898,5.5033384000416845,6.018511300033424,6.503394500003196,6.517956700001378,7.405392999993637,7.405392999993637,7.405392999993637,7.405392999993637,7.414608600025531,,,,,,,,,
