thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,text_instr.started,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,demo_suwaka.started,suwak_info.started,spacja_suwak.started,demo_suwaka.stopped,spacja_suwak.keys,spacja_suwak.rt,spacja_suwak.duration,info_trening.started,spacja_trening.started,proba_testowa.started,info_trening.stopped,spacja_trening.keys,spacja_trening.rt,spacja_trening.duration,trial_trening.started,pilot_fiksacja1.started,pilot_fiksacja1.stopped,pilot_label_text.started,pilot_label_text.stopped,pilot_fiksacja2.started,pilot_fiksacja2.stopped,pilot_stim_image.started,pilot_suwak.started,pilot_pytanie.started,pilot_lewa_etykieta.started,pilot_prawa_etykieta.started,pilot_stim_image.stopped,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,False,0.38725019997218624,0.4244537999620661,0.4244537999620661,14.223680899944156,space,13.781468000030145,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,747549,001,2026-04-24_19h42.56.076,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 19h42.57.150663 +0200,
,,,,,,,,,,14.224424699961673,14.230025099997874,14.230025099997874,15.459024099982344,space,1.220948700036388,None,,,,,,,,,,,,,,,,,,,,,747549,001,2026-04-24_19h42.56.076,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 19h42.57.150663 +0200,
,,,,,,,,,,,,,,,,,15.459909799974412,15.475120999966748,15.475120999966748,16.273793399974238,space,0.7910597000154667,None,,,,,,,,,,,,,,747549,001,2026-04-24_19h42.56.076,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 19h42.57.150663 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,16.309865199960768,16.313544899981935,16.82125509995967,16.987649799964856,19.99598749994766,20.178922299994156,20.69416699995054,20.878036299953237,21.775411599955987,21.775411599955987,21.775411599955987,21.775411599955987,21.7910833999631,,,,,,,,
