image_path,etykieta,left_label,right_label,show_label,proporcja_zdjecia,typ_etykiety,warunek,kierunek,thisN,thisTrialN,thisRepN,spacja_przerwa.keys,suwak_badanie.response,suwak_badanie.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,text_instr.started,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,demo_suwaka.started,suwak_info.started,spacja_suwak.started,demo_suwaka.stopped,spacja_suwak.keys,spacja_suwak.rt,spacja_suwak.duration,info_trening.started,spacja_trening.started,proba_testowa.started,info_trening.stopped,spacja_trening.keys,spacja_trening.rt,spacja_trening.duration,trial_trening.started,pilot_fiksacja1.started,pilot_fiksacja1.stopped,pilot_label_text.started,pilot_label_text.stopped,pilot_fiksacja2.started,pilot_fiksacja2.stopped,pilot_stim_image.started,pilot_suwak.started,pilot_pytanie.started,pilot_lewa_etykieta.started,pilot_prawa_etykieta.started,pilot_stim_image.stopped,trial_trening.stopped,pilot_suwak.response,pilot_suwak.rt,koniec_treningu.started,spacja_start.started,start_badania.started,koniec_treningu.stopped,spacja_start.keys,spacja_start.rt,spacja_start.duration,przerwa.started,przerwa.stopped,trials.spacja_przerwa.keys,trial.started,label_text.started,label_text.stopped,fiksacja2.started,fiksacja2.stopped,stim_image.started,stim_image.stopped,suwak_badanie.started,lewa_etykieta.started,prawa_etykieta.started,pytanie.started,trial.stopped,trials.suwak_badanie.response,trials.suwak_badanie.rt,oddzielenie_triali.started,text.started,oddzielenie_triali.stopped,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,True,0.05265369999688119,0.07918779994361103,0.07918779994361103,0.9382531999144703,space,0.8411594999488443,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-25_19h43.14.113,untitled_FINAL_NEWEST,,2026.1.1,2026-04-25 19h43.14.800824 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93835059995763,0.9470157999312505,0.9470157999312505,1.098327099927701,space,0.13820659997873008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-25_19h43.14.113,untitled_FINAL_NEWEST,,2026.1.1,2026-04-25 19h43.14.800824 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0984329999191687,1.1125014999415725,1.1125014999415725,1.4516447999048978,space,0.3335300999460742,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-25_19h43.14.113,untitled_FINAL_NEWEST,,2026.1.1,2026-04-25 19h43.14.800824 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4836070999735966,1.494376799906604,1.9941997999558225,2.1602833999786526,5.168581799953245,5.351553399930708,5.8667712999740615,6.0654406999237835,6.980111400014721,6.980111400014721,6.980111400014721,6.980111400014721,6.996922199963592,8.163113599992357,30.25,6.679080000030808,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-25_19h43.14.113,untitled_FINAL_NEWEST,,2026.1.1,2026-04-25 19h43.14.800824 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.163694399991073,8.17822849994991,8.17822849994991,9.277062300010584,space,1.0863834000192583,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-25_19h43.14.113,untitled_FINAL_NEWEST,,2026.1.1,2026-04-25 19h43.14.800824 +0200,
"C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\Twarze 50,50\SZ 50,50\1K SZ 5050.png",Model sztucznej inteligencji wykrył w tej twarzy 72% strachu .,strach,złość,1,50/50,Procentowa AI,n/d,Sugestia Lewo strach,0,0,0,None,31.0,6.631650700001046,0,0,0,0,9.355412199976854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.294145899941213,9.294184600003064,None,9.348236299934797,9.355412199976854,12.065947699942626,12.897624299977906,13.412718100007623,13.595162999932654,14.808074599946849,14.808074599946849,14.808074599946849,14.808074599946849,14.808074599946849,15.991290099918842,31.0,6.631650700001046,15.992055299924687,16.00543319992721,16.592297600000165,pilot,001,2026-04-25_19h43.14.113,untitled_FINAL_NEWEST,,2026.1.1,2026-04-25 19h43.14.800824 +0200,
"C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\Twarze 80,20\OZ 80,20\1K OZ 8020.png",Poprzedni badani wykryli w tej twarzy oczekiwanie.,zaskoczenie,oczekiwanie,1,80/20 oczekiwanie,Kategorialna Ludzie,Zgodny,Dominacja Prawo oczekiwanie,1,1,0,,,,0,1,1,1,16.66940449993126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.59341410000343,16.593478599912487,None,16.6629364999244,16.66940449993126,19.38029519992415,20.194424399989657,20.70995569997467,20.90938259998802,22.122827099985443,22.105384599999525,22.105384599999525,22.105384599999525,22.105384599999525,,,,,,,,,,,,,,
