thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,textbox_2.started,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,demo_suwaka.started,spacja_suwak.started,suwaki_instrukcja.started,textbox_3.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,False,0.03602459991816431,0.053591699921526015,0.053591699921526015,3.7798646999290213,space,3.7081004000501707,None,,,,,709355,001,2026-04-27_17h31.10.404,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 17h31.11.191271 +0200,
,,,,,,,,,,3.7853044999064878,3.792198499897495,3.792198499897495,3.792198499897495,,,,,,,,
