image_path,etykieta,left_label,right_label,show_label,thisN,thisTrialN,thisRepN,suwak_badanie.response,suwak_badanie.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,trial.started,label_text.started,stim_image.started,label_text.stopped,suwak_badanie.started,stim_image.stopped,trial.stopped,trials.suwak_badanie.response,trials.suwak_badanie.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\ee7bd76502e1d9aea7c74fc5bea75be9.jpg,test,radość,smutek,1,0,0,0,4.093333333333334,4.053056800010381,0,0,0,0,0.14515870000468567,,True,0.1243145999906119,0.14515870000468567,1.0187352999928407,1.1598896000068635,2.0239626000111457,2.041103600000497,4.1912909999955446,4.093333333333334,4.053056800010381,pilot,001,2026-04-20_14h34.04.305,untitled_FINAL_NEWEST,,2026.1.1,60.57709374206012,2026-04-20 14h34.04.474648 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\ee7bd76502e1d9aea7c74fc5bea75be9.jpg,test,strach,złość,1,1,1,0,,,0,1,1,1,4.21899230001145,,,4.208385600009933,4.21899230001145,5.198885199992219,5.232279099989682,6.19608649998554,6.213539399992442,,,,,,,,,,,,
