image_path,label,show_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,trial.started,label_text.started,stim_image.started,label_text.stopped,slider_emotion1.started,slider_emotion2.started,stim_image.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\360_F_268212419_ZBJvlgVezhjziaP9aynnMGMLOvjUgNG5.jpg,Ten piesek jest smutny,1,0,0,0,0,0,0,0,0.10451400000602007,,False,0.09980409999843687,0.10451400000602007,1.0070322999963537,1.1062459999957355,2.0071306000027107,2.0071306000027107,2.020846100000199,,,,,,,,,
