image_path,etykieta,left_label,right_label,show_label,proporcja_zdjecia,typ_etykiety,warunek,kierunek,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,spacja_przerwa.keys,thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,text_instr.started,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,demo_suwaka.started,suwak_info.started,spacja_suwak.started,demo_suwaka.stopped,spacja_suwak.keys,spacja_suwak.rt,spacja_suwak.duration,info_trening.started,spacja_trening.started,proba_testowa.started,info_trening.stopped,spacja_trening.keys,spacja_trening.rt,spacja_trening.duration,trial_trening.started,pilot_fiksacja1.started,pilot_fiksacja1.stopped,pilot_label_text.started,pilot_label_text.stopped,pilot_fiksacja2.started,pilot_fiksacja2.stopped,pilot_stim_image.started,pilot_suwak.started,pilot_pytanie.started,pilot_lewa_etykieta.started,pilot_prawa_etykieta.started,pilot_stim_image.stopped,trial_trening.stopped,pilot_suwak.response,pilot_suwak.rt,koniec_treningu.started,spacja_start.started,start_badania.started,koniec_treningu.stopped,spacja_start.keys,spacja_start.rt,spacja_start.duration,przerwa.started,przerwa.stopped,trials.spacja_przerwa.keys,trial.started,label_text.started,label_text.stopped,polygon.started,polygon.stopped,stim_image.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,True,0.041178599931299686,0.06125489994883537,0.06125489994883537,1.4004593999125063,space,1.3193582999520004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-27_11h58.39.150,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 11h58.39.735861 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4008003999479115,1.4175467999884859,1.4175467999884859,1.552920899935998,space,0.13229440001305193,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-27_11h58.39.150,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 11h58.39.735861 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.553126799990423,1.5668272000038996,1.5668272000038996,1.7363627000013366,space,0.1637370000826195,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-27_11h58.39.150,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 11h58.39.735861 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.752237799926661,1.7658619999419898,2.2657715999521315,2.4483412000117823,5.456709299935028,5.639673899975605,6.154048600001261,6.337416699971072,7.267154700006358,7.267154700006358,7.267154700006358,7.267154700006358,7.267154700006358,10.113793800002895,35.0,8.354306500055827,,,,,,,,,,,,,,,,,pilot,001,2026-04-27_11h58.39.150,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 11h58.39.735861 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.114117500022985,10.12690949998796,10.12690949998796,10.84706009994261,space,0.7145070000551641,None,,,,,,,,,,pilot,001,2026-04-27_11h58.39.150,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 11h58.39.735861 +0200,
photos/1K_SZ_5050.png,Model sztucznej inteligencji wykrył w tej twarzy 72% strachu .,strach,złość,4,50/50,Procentowa AI,n/d,Sugestia Lewo strach,0,0,0,0,0,0,0,,10.940259499941021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.864382999949157,10.8644212000072,None,10.928287099930458,10.940259499941021,14.947078799945302,15.06331809994299,15.312337199924514,15.529272499959916,,,,,,,,
