image_path,label,show_label,thisN,thisTrialN,thisRepN,emotion_rating.response,emotion_rating.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,trial.started,label_text.started,stim_image.started,label_text.stopped,emotion_rating.started,stim_image.stopped,trial.stopped,trials.emotion_rating.response,trials.emotion_rating.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\360_F_268212419_ZBJvlgVezhjziaP9aynnMGMLOvjUgNG5.jpg,Ten piesek jest smutny,1,0,0,0,4.625,3.802529399999912,0,0,0,0,0.13876759999948263,,False,0.1307397000000492,0.13876759999948263,1.013601099999505,1.1542583000009472,2.0034756000004563,2.018758700000035,3.947753399999783,4.625,3.802529399999912,021354,001,2026-04-18_23h13.56.936,untitled,,2026.1.1,None,2026-04-18 23h13.57.575232 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\dachshund-8910099_640.jpg,Ten piesek jest wesoły,0,1,1,0,4.716666666666667,3.4006114000003436,0,1,1,1,3.9763373999994656,,,3.97189249999974,3.9763373999994656,4.962082500000179,4.976970499999879,5.959426200000962,5.974172700000054,7.389891000000716,4.716666666666667,3.4006114000003436,021354,001,2026-04-18_23h13.56.936,untitled,,2026.1.1,None,2026-04-18 23h13.57.575232 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\ee7bd76502e1d9aea7c74fc5bea75be9.jpg,Ten piesek jest smutny,0,2,2,0,1.4,3.7721600999993825,0,2,2,2,7.412135599999601,,,7.407899300000281,7.412135599999601,8.401183800000581,8.419703300000037,9.398617400000148,9.416678600000523,11.193685000000187,1.4,3.7721600999993825,021354,001,2026-04-18_23h13.56.936,untitled,,2026.1.1,None,2026-04-18 23h13.57.575232 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\images (1).jpg,Ten piesek jest smutny,1,3,3,0,1.625,3.4541986000003817,0,3,3,3,11.211090299999341,,,11.197978399999556,11.211090299999341,12.190263500000583,12.224465600000258,13.207603599999857,13.188436599999477,14.669384099999661,1.625,3.4541986000003817,021354,001,2026-04-18_23h13.56.936,untitled,,2026.1.1,None,2026-04-18 23h13.57.575232 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\images (2).jpg,Ten piesek jest wesoły,1,4,4,0,4.575,3.5096077999987756,0,4,4,4,14.685480199999802,,,14.679212299999563,14.685480199999802,15.681690400000662,15.698984200000268,16.678599900000336,16.69641849999971,18.205359999999928,4.575,3.5096077999987756,021354,001,2026-04-18_23h13.56.936,untitled,,2026.1.1,None,2026-04-18 23h13.57.575232 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\images (3).jpg,Ten piesek jest smutny,1,5,5,0,1.4833333333333334,3.141090400000394,0,5,5,5,18.22554929999933,,,18.2111617999999,18.22554929999933,19.2048747000008,19.237908600000083,20.219627200000104,20.219627200000104,21.366869100000258,1.4833333333333334,3.141090400000394,021354,001,2026-04-18_23h13.56.936,untitled,,2026.1.1,None,2026-04-18 23h13.57.575232 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\images (4).jpg,Ten piesek jest smutny,0,6,6,0,1.6083333333333334,3.471815200000492,0,6,6,6,21.38296470000023,,,21.371178999999756,21.38296470000023,22.380138700000316,22.39598230000047,23.378502699999444,23.39375520000067,24.856976900000518,1.6083333333333334,3.471815200000492,021354,001,2026-04-18_23h13.56.936,untitled,,2026.1.1,None,2026-04-18 23h13.57.575232 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\images (5).jpg,Ten piesek jest wesoły,1,7,7,0,4.341666666666667,3.317573500000435,0,7,7,7,24.87372630000027,,,24.863647800000763,24.87372630000027,25.870987199999945,25.886528799999724,26.86874320000061,26.884553699999742,28.19911409999986,4.341666666666667,3.317573500000435,021354,001,2026-04-18_23h13.56.936,untitled,,2026.1.1,None,2026-04-18 23h13.57.575232 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\images (6).jpg,Ten piesek jest smutny,1,8,8,0,1.5833333333333333,3.266641599999275,0,8,8,8,28.213474100000894,,,28.206430199999886,28.213474100000894,29.210959199999706,29.2285279000007,30.207967899999858,30.225261199999295,31.489604399999735,1.5833333333333333,3.266641599999275,021354,001,2026-04-18_23h13.56.936,untitled,,2026.1.1,None,2026-04-18 23h13.57.575232 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\images.jpg,Ten piesek jest smutny,0,9,9,0,1.5416666666666667,2.8562003999995795,0,9,9,9,31.505266699999993,,,31.4945888000002,31.505266699999993,32.502170699999624,32.51938230000087,33.499457600000824,33.51700820000042,34.36429669999961,1.5416666666666667,2.8562003999995795,021354,001,2026-04-18_23h13.56.936,untitled,,2026.1.1,None,2026-04-18 23h13.57.575232 +0200,
