image_path,etykieta,left_label,right_label,show_label,proporcja_zdjecia,typ_etykiety,warunek,kierunek,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,spacja_przerwa.keys,thisRow.t,notes,piloting,proba.started,proba.stopped,instrukcja.started,spacja_instr.started,text_instr.started,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,demo_suwaka.started,suwak_info.started,spacja_suwak.started,demo_suwaka.stopped,spacja_suwak.keys,spacja_suwak.rt,spacja_suwak.duration,info_trening.started,spacja_trening.started,proba_testowa.started,info_trening.stopped,spacja_trening.keys,spacja_trening.rt,spacja_trening.duration,trial_trening.started,pilot_fiksacja1.started,pilot_fiksacja1.stopped,pilot_label_text.started,pilot_label_text.stopped,pilot_fiksacja2.started,pilot_fiksacja2.stopped,pilot_stim_image.started,pilot_suwak.started,pilot_pytanie.started,pilot_lewa_etykieta.started,pilot_prawa_etykieta.started,pilot_stim_image.stopped,trial_trening.stopped,pilot_suwak.response,pilot_suwak.rt,koniec_treningu.started,spacja_start.started,start_badania.started,koniec_treningu.stopped,spacja_start.keys,spacja_start.rt,spacja_start.duration,przerwa.started,przerwa.stopped,trials.spacja_przerwa.keys,trial.started,polygon.started,polygon.stopped,label_text.started,label_text.stopped,fiksacja2.started,fiksacja2.stopped,stim_image.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,True,0.035387600073590875,0.03550560004077852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-25_19h23.28.729,untitled_FINAL_NEWEST,,2026.1.1,2026-04-25 19h23.29.272934 +0200,
,,,,,,,,,,,,,,,,,,,,,,0.03559430001769215,0.05078170006163418,0.05078170006163418,1.307987300097011,space,1.2389121999731287,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-25_19h23.28.729,untitled_FINAL_NEWEST,,2026.1.1,2026-04-25 19h23.29.272934 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3084854000480846,1.3241111000534147,1.3241111000534147,1.4616704999934882,space,0.12520609993953258,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-25_19h23.28.729,untitled_FINAL_NEWEST,,2026.1.1,2026-04-25 19h23.29.272934 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4620490000816062,1.474179400014691,1.474179400014691,2.0419822999974713,space,0.56098780001048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-25_19h23.28.729,untitled_FINAL_NEWEST,,2026.1.1,2026-04-25 19h23.29.272934 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0641561000375077,2.071367399999872,2.5868053000885993,2.7534312000498176,5.761824800050817,5.945660000084899,6.4604119000723585,6.643437199993059,7.557558700093068,7.557558700093068,7.557558700093068,7.557558700093068,7.573751699994318,8.226398100028746,32.25,6.160386900068261,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-25_19h23.28.729,untitled_FINAL_NEWEST,,2026.1.1,2026-04-25 19h23.29.272934 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.226986500085331,8.239310300094076,8.239310300094076,9.122958400053903,space,0.8719816999509931,None,,,,,,,,,,,,pilot,001,2026-04-25_19h23.28.729,untitled_FINAL_NEWEST,,2026.1.1,2026-04-25 19h23.29.272934 +0200,
"C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\Twarze 50,50\SZ 50,50\1K SZ 5050.png",Model sztucznej inteligencji wykrył w tej twarzy 72% strachu .,strach,złość,1,50/50,Procentowa AI,n/d,Sugestia Lewo strach,0,0,0,0,0,0,0,,9.251747000031173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.147191400057636,9.147247500019148,None,9.230884200078435,9.251747000031173,9.751991900033318,9.851721100043505,12.560826100059785,12.759533300064504,13.27492070000153,13.458750699996017,,,,,,,,
