image_path,etykieta,left_label,right_label,show_label,proporcja_zdjecia,typ_etykiety,warunek,kierunek,thisN,thisTrialN,thisRepN,spacja_przerwa.keys,suwak_badanie.response,suwak_badanie.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,textbox_2.started,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,demo_suwaka.started,spacja_suwak.started,textbox_3.started,suwaki_interpretacja.started,demo_suwaka.stopped,spacja_suwak.keys,spacja_suwak.rt,spacja_suwak.duration,info_trening.started,spacja_trening.started,proba_testowa.started,info_trening.stopped,spacja_trening.keys,spacja_trening.rt,spacja_trening.duration,trial_trening.started,pilot_fiksacja1.started,pilot_fiksacja1.stopped,pilot_label_text.started,pilot_label_text.stopped,pilot_fiksacja2.started,pilot_fiksacja2.stopped,pilot_stim_image.started,pilot_stim_image.stopped,pilot_suwak.started,pilot_pytanie.started,pilot_lewa_etykieta.started,pilot_prawa_etykieta.started,trial_trening.stopped,pilot_suwak.response,pilot_suwak.rt,koniec_treningu.started,spacja_start.started,start_badania.started,koniec_treningu.stopped,spacja_start.keys,spacja_start.rt,spacja_start.duration,przerwa.started,przerwa.stopped,trials.spacja_przerwa.keys,trial.started,label_text.started,label_text.stopped,fiksacja2.started,fiksacja2.stopped,stim_image.started,stim_image.stopped,suwak_badanie.started,lewa_etykieta.started,prawa_etykieta.started,pytanie.started,trial.stopped,trials.suwak_badanie.response,trials.suwak_badanie.rt,oddzielenie_triali.started,text.started,oddzielenie_triali.stopped,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,False,0.03596460004337132,0.051775199943222106,0.051775199943222106,2.9664750000229105,space,2.895349800004624,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843593,001,2026-04-27_18h57.24.342,percepcja_wersja_finalna,,2026.1.1,2026-04-27 18h57.24.874905 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9764190999558195,2.9884709999896586,2.9884709999896586,2.9884709999896586,8.075951099977829,space,5.080615799990483,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843593,001,2026-04-27_18h57.24.342,percepcja_wersja_finalna,,2026.1.1,2026-04-27 18h57.24.874905 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.077248399960808,8.09169499995187,8.09169499995187,12.397428399999626,space,4.29944989993237,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843593,001,2026-04-27_18h57.24.342,percepcja_wersja_finalna,,2026.1.1,2026-04-27 18h57.24.874905 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.435558600001968,12.4407081999816,13.193764799972996,13.360234000021592,16.368418799946085,16.551744799944572,17.316303799976595,17.49999589996878,18.811858500004746,18.911689799977466,18.911689799977466,18.911689799977466,18.911689799977466,20.192683500004932,36.875,7.760717900004238,,,,,,,,,,,,,,,,,,,,,,,,,,,,843593,001,2026-04-27_18h57.24.342,percepcja_wersja_finalna,,2026.1.1,2026-04-27 18h57.24.874905 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.193571700016037,20.208710800041445,20.208710800041445,23.61643469997216,space,3.397559499950148,None,,,,,,,,,,,,,,,,,,,,,843593,001,2026-04-27_18h57.24.342,percepcja_wersja_finalna,,2026.1.1,2026-04-27 18h57.24.874905 +0200,
photos/1K_SZ_5050.png,Model sztucznej inteligencji wykrył w tej twarzy 72% strachu.,strach,złość,4,50/50,Procentowa AI,n/d,Sugestia Lewo strach,0,0,0,None,-12.604166666666664,8.045044800033793,0,0,0,0,23.728680899948813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.657292300020345,23.657379199983552,None,23.724381300038658,23.728680899948813,27.73772299999837,27.870785200037062,28.635394699987955,28.819219100056216,30.131352399941534,30.313739400007762,30.313739400007762,30.313739400007762,30.313739400007762,31.777632800047286,-12.604166666666664,8.045044800033793,31.778551200055517,31.79321080003865,33.78866740001831,843593,001,2026-04-27_18h57.24.342,percepcja_wersja_finalna,,2026.1.1,2026-04-27 18h57.24.874905 +0200,
photos/1K_OZ_8020.png,Poprzedni badani wykryli w tej twarzy oczekiwanie.,zaskoczenie,oczekiwanie,4,80/20 oczekiwanie,Kategorialna Ludzie,Zgodny,Dominacja Prawo oczekiwanie,1,1,0,None,15.3125,7.7600903999991715,0,1,1,1,33.86620849999599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.79004840005655,33.79011329996865,None,33.86324059998151,33.86620849999599,37.876777500030585,37.99302900000475,38.75780040002428,38.94120789994486,40.25371560000349,40.45297730003949,40.45297730003949,40.45297730003949,40.45297730003949,41.63429930002894,15.3125,7.7600903999991715,41.63544370001182,41.649664400028996,43.64447810000274,843593,001,2026-04-27_18h57.24.342,percepcja_wersja_finalna,,2026.1.1,2026-04-27 18h57.24.874905 +0200,
photos/1K_RS_5050.png,test,radość,smutek,0,50/50,Kontrolna,kontrolny,Brak,2,2,0,None,-14.583333333333336,4.274520899984054,0,2,2,2,43.715850400039926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6458509999793,43.645926199969836,None,43.71203469997272,43.715850400039926,43.715850400039926,43.860195499961264,44.62481279997155,44.80888549995143,46.12065950001124,46.303691799985245,46.303691799985245,46.303691799985245,46.303691799985245,47.99963360000402,-14.583333333333336,4.274520899984054,48.00040060002357,48.01529110001866,50.01040849997662,843593,001,2026-04-27_18h57.24.342,percepcja_wersja_finalna,,2026.1.1,2026-04-27 18h57.24.874905 +0200,
photos/1K_ZW_8020.png,Poprzedni badani wykryli w tej twarzy 20% zaufania.,zaufanie,wstręt,4,80/20 zaufania,Procentowa Ludzie,Niezgodny,Dominacja Lewo zaufanie,3,3,0,None,25.3125,7.929273999994621,0,3,3,3,50.08853890001774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.011769699980505,50.01183550001588,None,50.0845158000011,50.08853890001774,54.0991636000108,54.21568320004735,54.979822600027546,55.16387239994947,56.47614699997939,56.6755884999875,56.6755884999875,56.6755884999875,56.6755884999875,58.021960800047964,25.3125,7.929273999994621,58.02260370005388,58.038401999976486,60.032857900019735,843593,001,2026-04-27_18h57.24.342,percepcja_wersja_finalna,,2026.1.1,2026-04-27 18h57.24.874905 +0200,
photos/1K_ZO_5050.png,Poprzedni badani wykryli w tej twarzy 75% oczekiwania.,zaskoczenie,oczekiwanie,4,50/50 ,Procentowa Ludzie,n/d,Sugestia Prawo oczekiwanie,4,4,0,None,-16.979166666666664,7.569091700017452,0,4,4,4,60.08602199994493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.03412530000787,60.03415199997835,None,60.08163220004644,60.08602199994493,64.08863590005785,64.23828309995588,65.00249119999353,65.18627820000984,66.4986848999979,66.69778659997974,66.69778659997974,66.69778659997974,66.69778659997974,67.66304799995851,-16.979166666666664,7.569091700017452,67.66382789995987,67.67856579995714,69.67370439996012,843593,001,2026-04-27_18h57.24.342,percepcja_wersja_finalna,,2026.1.1,2026-04-27 18h57.24.874905 +0200,
