thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,text_instr.started,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,demo_suwaka.started,suwak_info.started,spacja_suwak.started,demo_suwaka.stopped,spacja_suwak.keys,spacja_suwak.rt,spacja_suwak.duration,info_trening.started,spacja_trening.started,proba_testowa.started,info_trening.stopped,spacja_trening.keys,spacja_trening.rt,spacja_trening.duration,trial_trening.started,pilot_fiksacja1.started,pilot_fiksacja1.stopped,pilot_label_text.started,pilot_fiksacja2.started,pilot_label_text.stopped,pilot_stim_image.started,pilot_fiksacja2.stopped,pilot_suwak.started,pilot_pytanie.started,pilot_lewa_etykieta.started,pilot_prawa_etykieta.started,pilot_stim_image.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,True,0.08258839999325573,0.10286059998907149,0.10286059998907149,0.5783692999975756,space,0.4281701000290923,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-24_18h06.29.316,untitled_FINAL_NEWEST,,2026.1.1,None,2026-04-24 18h06.30.225723 +0200,
,,,,,,,,,,0.5864226000267081,0.635041200031992,0.635041200031992,0.9948768999893218,space,0.25695160002214834,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-24_18h06.29.316,untitled_FINAL_NEWEST,,2026.1.1,None,2026-04-24 18h06.30.225723 +0200,
,,,,,,,,,,,,,,,,,1.0183433000347577,1.1351512999972329,1.1351512999972329,1.5727042999933474,space,0.2659175000153482,None,,,,,,,,,,,,,,pilot,001,2026-04-24_18h06.29.316,untitled_FINAL_NEWEST,,2026.1.1,None,2026-04-24 18h06.30.225723 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,1.6023089999798685,1.6171751000219956,2.663997300027404,2.694889599981252,5.185362700023688,5.702835400006734,6.188654500001576,6.198514299991075,7.079661199997645,7.079661199997645,7.079661199997645,7.079661199997645,7.095974600000773,,,,,,,,,
