image_path,label,show_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,trial.started,label_text.started,stim_image.started,label_text.stopped,stim_image.stopped,emotion_rating.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\360_F_268212419_ZBJvlgVezhjziaP9aynnMGMLOvjUgNG5.jpg,Ten piesek jest smutny,1,0,0,0,0,0,0,0,0.10092329999861249,,False,0.09138489999895683,0.10092329999861249,0.10092329999861249,1.1008497000002535,1.1008497000002535,2.0160845999998855,,,,,,,,,
