image_path,etykieta,left_label,right_label,show_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,trial.started,fiksacja1.started,fiksacja1.stopped,label_text.started,label_text.stopped,fiksacja2.started,stim_image.started,fiksacja2.stopped,suwak_badanie.started,lewa_etykieta.started,prawa_etykieta.started,pytanie.started,stim_image.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\ee7bd76502e1d9aea7c74fc5bea75be9.jpg,test,radość,smutek,1,0,0,0,0,0,0,0,0.05538399997749366,,False,0.04990649997489527,0.05538399997749366,1.0673832999891602,1.1005999999761116,3.610365100001218,3.610365100001218,4.608264499984216,4.626703799993265,5.507914599991636,5.507914599991636,5.507914599991636,5.507914599991636,5.522085899981903,,,,,,,,,
