7.9209 	INFO 	Loaded monitor calibration from ['2026_03_18 20:30']
7.9557 	WARNING 	User requested fullscreen with size [1090  800], but screen is actually [1920, 1080]. Using actual size
8.7237 	INFO 	Using renderer 'Intel(R) UHD Graphics' for graphics
8.7237 	INFO 	OpenGL version supported by driver is 4..
9.6540 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E4BAEA5000>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E4BAEA4FA0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001E4BA1E5060>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.6541 	EXP 	window1: backgroundImage = ''
9.6541 	EXP 	window1: backgroundFit = 'none'
10.0702 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.0703 	EXP 	window1: recordFrameIntervals = False
10.2121 	EXP 	window1: recordFrameIntervals = True
11.8746 	EXP 	window1: recordFrameIntervals = False
11.8746 	EXP 	Screen (0) actual frame rate measured at 60.21Hz
12.0480 	INFO 	keyboard.Keyboard is using ptb backend.
12.0480 	EXP 	untitled: status = STARTED
12.0731 	EXP 	Created label_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='label_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.1109 	EXP 	Created stim_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='stim_image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.4116 	EXP 	Created slider_emotion1 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-3, fillColor=None, flip=False, font='Noto Sans', granularity=0.0, labelColor=None, labelHeight=np.float64(0.05), labelWrapWidth=None, labels=('smutek', ''), lineColor=None, markerColor=None, name='slider_emotion1', opacity=None, ori=0.0, pos=array([0. , 0.1]), readOnly=False, self=UNKNOWN, size=array([0.5, 0.1]), startValue=3, style='slider', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='norm', win=Window(...))
12.5663 	EXP 	Created slider_emotion2 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-4, fillColor=None, flip=False, font='Noto Sans', granularity=0.0, labelColor=None, labelHeight=np.float64(0.05), labelWrapWidth=None, labels=('', 'radość'), lineColor=None, markerColor=None, name='slider_emotion2', opacity=None, ori=0.0, pos=array([ 0. , -0.1]), readOnly=False, self=UNKNOWN, size=array([0.5, 0.1]), startValue=None, style='slider', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='norm', win=Window(...))
0.0080 	EXP 	slider_emotion1: autoLog = True
0.0080 	EXP 	slider_emotion1: styleTweaks = []
0.0080 	EXP 	slider_emotion1: styleTweaks = []
0.0080 	EXP 	slider_emotion1: styleTweaks = []
0.0080 	EXP 	slider_emotion1: styleTweaks = []
0.0080 	EXP 	slider_emotion1: contrast = 1.0
0.0080 	EXP 	slider_emotion1: markerPos = 3
0.0080 	EXP 	slider_emotion1: autoLog = True
0.0080 	EXP 	slider_emotion2: autoLog = True
0.0080 	EXP 	slider_emotion2: styleTweaks = []
0.0080 	EXP 	slider_emotion2: styleTweaks = []
0.0080 	EXP 	slider_emotion2: styleTweaks = []
0.0080 	EXP 	slider_emotion2: styleTweaks = []
0.0080 	EXP 	slider_emotion2: contrast = 1.0
0.0080 	EXP 	slider_emotion2: markerPos = None
0.0080 	EXP 	slider_emotion2: autoLog = True
0.0157 	EXP 	Imported C:/Users/julia/OneDrive/Pulpit/percepcja_psychopy/conditions.xlsx as conditions, 12 conditions, 3 params
0.0160 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'image_path': 'C:\\Users\\julia\\OneDrive\\Pulpit\\percepcja_psychopy\\photos\\360_F_268212419_ZBJvlgVezhjziaP9aynnMGMLOvjUgNG5.jpg', 'label': 'Ten piesek jest smutny', 'show_label': 1, 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.0893 	EXP 	label_text: height = np.float64(0.05)
0.0893 	EXP 	label_text: height = np.float64(0.05)
0.0893 	EXP 	label_text: height = np.float64(0.05)
0.0893 	EXP 	label_text: text = 'Ten piesek jest smutny'
0.0893 	EXP 	stim_image: image = 'C:\\Users\\julia\\OneDrive\\Pulpit\\percepcja_psychopy\\photos\\360_F_268212419_ZBJvlgVezhjziaP9aynnMGMLOvjUgNG5.jpg'
0.0893 	EXP 	slider_emotion1: markerPos = None
0.0893 	EXP 	slider_emotion1: markerPos = 3
0.0893 	EXP 	slider_emotion2: markerPos = None
0.0893 	EXP 	slider_emotion2: markerPos = None
0.0893 	EXP 	label_text: autoDraw = True
1.0063 	EXP 	stim_image: autoDraw = True
1.1033 	EXP 	label_text: autoDraw = False
2.0187 	EXP 	slider_emotion1: autoDraw = True
2.0187 	EXP 	slider_emotion2: autoDraw = True
2.0304 	EXP 	stim_image: autoDraw = False
4.6773 	DATA 	Mouse: Left button down, pos=(959,588)
4.6930 	EXP 	slider_emotion1: markerPos = np.float64(2.9916666666666667)
4.7095 	EXP 	slider_emotion1: markerPos = np.float64(2.9916666666666667)
4.7263 	EXP 	slider_emotion1: markerPos = np.float64(2.9916666666666667)
