thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,text_instr.started,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,demo_suwaka.started,suwak_info.started,spacja_suwak.started,demo_suwaka.stopped,spacja_suwak.keys,spacja_suwak.rt,spacja_suwak.duration,info_trening.started,spacja_trening.started,proba_testowa.started,info_trening.stopped,spacja_trening.keys,spacja_trening.rt,spacja_trening.duration,trial_trening.started,pilot_fiksacja1.started,pilot_fiksacja1.stopped,pilot_label_text.started,pilot_label_text.stopped,pilot_fiksacja2.started,pilot_fiksacja2.stopped,pilot_stim_image.started,pilot_suwak.started,pilot_pytanie.started,pilot_lewa_etykieta.started,pilot_prawa_etykieta.started,pilot_stim_image.stopped,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,True,0.03359240002464503,0.052850799984298646,0.052850799984298646,1.2292770000640303,space,1.1587608000263572,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-27_12h16.22.067,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 12h16.22.602679 +0200,
,,,,,,,,,,1.229509700089693,1.2428846000693738,1.2428846000693738,1.5310468000825495,space,0.27368780004326254,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-27_12h16.22.067,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 12h16.22.602679 +0200,
,,,,,,,,,,,,,,,,,1.5312223000219092,1.5428975999820977,1.5428975999820977,2.329336000024341,space,0.7695099000120535,None,,,,,,,,,,,,,,pilot,001,2026-04-27_12h16.22.067,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 12h16.22.602679 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,2.3629703000187874,2.3722541000461206,2.872105300077237,3.038905700086616,6.0469336999813095,6.2300051000202075,6.7447681000921875,6.94479910004884,8.241857100045308,8.241857100045308,8.241857100045308,8.241857100045308,8.257074500084855,,,,,,,,
