thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,textbox_2.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,False,0.03184830001555383,0.04513300000689924,0.04513300000689924,,,,,,,,
