image_path,etykieta,left_label,right_label,show_label,proporcja_zdjecia,typ_etykiety,warunek,kierunek,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,instrukcja.started,text_instr.started,spacja_instr.started,text_instr.stopped,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,trial.started,fiksacja1.started,label_text.started,fiksacja1.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,True,0.01966670004185289,0.034074900031555444,0.034074900031555444,1.047393299988471,5.953685500018764,space,5.903030799992848,None,,,,,pilot,001,2026-04-24_17h07.13.959,untitled_FINAL_NEWEST,,2026.1.1,60.2148465752143,2026-04-24 17h07.14.239760 +0200,
"C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\Twarze 50,50\SZ 50,50\1K SZ 5050.png",Model sztucznej inteligencji wykrył w tej twarzy 72% strachu .,strach,złość,1,50/50,Procentowa AI,n/d,Sugestia Lewo strach,0,0,0,0,0,0,0,6.0663592999917455,,,,,,,,,,,6.055554700025823,6.0663592999917455,7.064682800031733,7.081092200009152,,,,,,,,,
