thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,textbox_2.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,False,0.03725550009403378,0.04967510001733899,0.04967510001733899,,,,,,,,
