image_path,etykieta,left_label,right_label,show_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,trial.started,label_text.started,stim_image.started,label_text.stopped,suwak_badanie.started,lewa_etykieta.started,stim_image.stopped,lewa_etykieta.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\ee7bd76502e1d9aea7c74fc5bea75be9.jpg,test,radość,smutek,1,0,0,0,0,0,0,0,0.2100194999948144,,True,0.1918139000190422,0.2100194999948144,1.0137616000138223,1.2216233999934047,2.002081500017084,2.002081500017084,2.0188846999953967,3.0164765999943484,,,,,,,,,
