thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,textbox_2.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,False,0.035704600042663515,0.05120630003511906,0.05120630003511906,,,,,,,,
