thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,text_instr.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,True,0.04281550005543977,0.062022400088608265,0.062022400088608265,,,,,,,,
