8.5141 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
8.5150 	INFO 	Loaded monitor calibration from ['2026_03_18 20:30']
9.0106 	INFO 	Using renderer 'Intel(R) UHD Graphics' for graphics
9.0107 	INFO 	OpenGL version supported by driver is 4..
10.1531 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000022BB80D9E40>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000022BB80D9DE0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0.6549, 0.6549, 0.6549]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000022BB7F733A0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(560.0), np.float64(240.0)], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.1532 	EXP 	window1: backgroundImage = ''
10.1532 	EXP 	window1: backgroundFit = 'none'
10.1955 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2107 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2265 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2421 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2578 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2734 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2900 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3079 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3230 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3369 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3501 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3644 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3781 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.3921 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4059 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4204 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4339 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4475 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4616 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4762 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.4906 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.5048 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.5188 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.5322 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.5459 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.5596 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.5737 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.5872 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.5875 	DEBUG 	Uploading Texture Font fontname to graphics card
10.5964 	DEBUG 	Upload of Texture Font fontname complete
10.6361 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.6516 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.6521 	DEBUG 	Uploading Texture Font fontname to graphics card
10.6595 	DEBUG 	Upload of Texture Font fontname complete
10.8164 	INFO 	keyboard.Keyboard is using ptb backend.
10.8164 	EXP 	untitled_FINAL_NEWEST: status = STARTED
10.9654 	EXP 	Created text_instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.03), italic=False, languageStyle='LTR', name='text_instr', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1.5)
10.9933 	EXP 	Created suwak_info = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.03), italic=False, languageStyle='LTR', name='suwak_info', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1.3)
11.0226 	EXP 	Created proba_testowa = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.04), italic=False, languageStyle='LTR', name='proba_testowa', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1.4)
11.0237 	EXP 	Created pilot_label_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='pilot_label_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1.3)
11.0292 	EXP 	Created pilot_fiksacja1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.12), italic=False, languageStyle='LTR', name='pilot_fiksacja1', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
11.0604 	EXP 	Created pilot_suwak = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-3, fillColor=None, flip=False, font='Noto Sans', granularity=0.0, labelColor=None, labelHeight=np.float64(0.05), labelWrapWidth=None, labels=None, lineColor=None, markerColor=None, name='pilot_suwak', opacity=None, ori=0.0, pos=array([ 0. , -0.5]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=0, style='slider', styleTweaks=[], ticks=ndarray(...), units='norm', win=Window(...))
11.0651 	EXP 	Created pilot_fiksacja2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.1), italic=False, languageStyle='LTR', name='pilot_fiksacja2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
