image_path,etykieta,left_label,right_label,show_label,proporcja_zdjecia,typ_etykiety,warunek,kierunek,thisN,thisTrialN,thisRepN,spacja_przerwa.keys,suwak_badanie.response,suwak_badanie.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,text_instr.started,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,demo_suwaka.started,suwak_info.started,spacja_suwak.started,demo_suwaka.stopped,spacja_suwak.keys,spacja_suwak.rt,spacja_suwak.duration,info_trening.started,spacja_trening.started,proba_testowa.started,info_trening.stopped,spacja_trening.keys,spacja_trening.rt,spacja_trening.duration,trial_trening.started,pilot_fiksacja1.started,pilot_fiksacja1.stopped,pilot_label_text.started,pilot_label_text.stopped,pilot_fiksacja2.started,pilot_fiksacja2.stopped,pilot_stim_image.started,pilot_suwak.started,pilot_pytanie.started,pilot_lewa_etykieta.started,pilot_prawa_etykieta.started,pilot_stim_image.stopped,trial_trening.stopped,pilot_suwak.response,pilot_suwak.rt,koniec_treningu.started,spacja_start.started,start_badania.started,koniec_treningu.stopped,spacja_start.keys,spacja_start.rt,spacja_start.duration,przerwa.started,przerwa.stopped,trials.spacja_przerwa.keys,trial.started,label_text.started,label_text.stopped,fiksacja2.started,fiksacja2.stopped,stim_image.started,suwak_badanie.started,lewa_etykieta.started,pytanie.started,prawa_etykieta.started,stim_image.stopped,trial.stopped,trials.suwak_badanie.response,trials.suwak_badanie.rt,oddzielenie_triali.started,text.started,oddzielenie_triali.stopped,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,True,0.2617705001030117,0.29269390006083995,0.29269390006083995,1.0800344001036137,space,0.7630596999078989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-27_12h27.45.428,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 12h27.46.312515 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0945241000736132,1.1991828000172973,1.1991828000172973,1.354456300032325,space,0.0933410000288859,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-27_12h27.45.428,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 12h27.46.312515 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3683120000641793,1.4321317001013085,1.4321317001013085,3.1282677000854164,space,1.681843200000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-27_12h27.45.428,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 12h27.46.312515 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.152739500044845,3.1719086000230163,3.6710203000111505,3.837457900051959,6.845018400112167,7.029933400102891,7.544173300033435,7.743391500087455,9.056191600044258,9.056191600044258,9.056191600044258,9.056191600044258,9.07389790005982,10.189549200003967,32.0,7.031734299962409,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-27_12h27.45.428,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 12h27.46.312515 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.189894400071353,10.202657700050622,10.202657700050622,11.286553500103764,space,1.0791431999532506,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-27_12h27.45.428,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 12h27.46.312515 +0200,
photos/1K_SZ_5050.png,Model sztucznej inteligencji wykrył w tej twarzy 72% strachu .,strach,złość,4,50/50,Procentowa AI,n/d,Sugestia Lewo strach,0,0,0,None,37.0,13.473095200024545,0,0,0,0,11.38239310006611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.304778500110842,11.304816800053231,None,11.366653900011443,11.38239310006611,15.389051700010896,15.506100200000219,16.270275400020182,16.470359300030395,17.283003900083713,17.283003900083713,17.283003900083713,17.765768200042658,17.78134460002184,24.84867450001184,37.0,13.473095200024545,24.849099700106308,24.863547300104983,26.862410700065084,pilot,001,2026-04-27_12h27.45.428,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 12h27.46.312515 +0200,
photos/1K_OZ_8020.png,Poprzedni badani wykryli w tej twarzy oczekiwanie.,zaskoczenie,oczekiwanie,4,80/20 oczekiwanie,Kategorialna Ludzie,Zgodny,Dominacja Prawo oczekiwanie,1,1,0,None,34.749999999999986,8.58129070000723,0,1,1,1,26.956451400066726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.863570100045763,26.863644400029443,None,26.945325400098227,26.956451400066726,30.963312100037,31.06309940002393,31.828876100014895,32.02799510001205,32.824803100083955,32.824803100083955,32.824803100083955,33.32346100010909,33.33969000005163,35.53606660000514,34.749999999999986,8.58129070000723,35.53657180001028,35.550721700070426,37.550262900069356,pilot,001,2026-04-27_12h27.45.428,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 12h27.46.312515 +0200,
photos/1K_RS_5050.png,test,radość,smutek,0,50/50,Kontrolna,kontrolny,Brak,2,2,0,,,,0,2,2,2,37.62875850009732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.55142620007973,37.55149230000097,None,37.613415800035,37.62875850009732,37.62875850009732,37.76123180007562,38.5253596000839,38.70854590006638,39.505764700006694,39.505764700006694,39.505764700006694,40.00493560009636,40.021514900028706,,,,,,,,,,,,,,
