image_path,etykieta,left_label,right_label,show_label,proporcja_zdjecia,typ_etykiety,warunek,kierunek,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,spacja_przerwa.keys,thisRow.t,notes,piloting,instrukcja.started,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,demo_suwaka.started,demo_suwaka.stopped,spacja_suwak.keys,spacja_suwak.rt,spacja_suwak.duration,info_trening.started,info_trening.stopped,spacja_trening.keys,spacja_trening.rt,spacja_trening.duration,trial_trening.started,trial_trening.stopped,koniec_treningu.started,koniec_treningu.stopped,spacja_start.keys,spacja_start.rt,spacja_start.duration,przerwa.started,przerwa.stopped,trials.spacja_przerwa.keys,trial.started,suwak_badanie.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,True,0.051814699996612035,7.026755299997603,space,6.929869399999006,None,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-05-04_18h44.59.137,percepcja_wersja_finalna,,2026.1.1,2026-05-04 18h44.59.781826 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,7.032749199999671,8.562057799998001,space,1.4989535999993677,None,,,,,,,,,,,,,,,,,,pilot,001,2026-05-04_18h44.59.137,percepcja_wersja_finalna,,2026.1.1,2026-05-04 18h44.59.781826 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.562463899997965,9.958937099996547,space,1.376320700001088,None,,,,,,,,,,,,,pilot,001,2026-05-04_18h44.59.137,percepcja_wersja_finalna,,2026.1.1,2026-05-04 18h44.59.781826 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98806589999731,17.820602899999358,,,,,,,,,,,pilot,001,2026-05-04_18h44.59.137,percepcja_wersja_finalna,,2026.1.1,2026-05-04 18h44.59.781826 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.820930099998805,18.902774799997133,space,1.0573976000014227,None,,,,,,pilot,001,2026-05-04_18h44.59.137,percepcja_wersja_finalna,,2026.1.1,2026-05-04 18h44.59.781826 +0200,
photos/1K_SZ_5050.png,Model AI wykrył w tej twarzy 72% strachu.,strach,złość,4,50/50,Procentowa AI,n/d,Sugestia Lewo strach,0,0,0,0,0,0,0,,19.01226719999977,,,,,,,,,,,,,,,,,,,,,,,,,18.930161299998872,18.930209499998455,None,18.9974203999991,25.594224499996926,,,,,,,,
