thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,text_instr.started,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,demo_suwaka.started,suwak_info.started,spacja_suwak.started,suwaki_instrukcja.started,demo_suwaka.stopped,spacja_suwak.keys,spacja_suwak.rt,spacja_suwak.duration,info_trening.started,spacja_trening.started,proba_testowa.started,info_trening.stopped,spacja_trening.keys,spacja_trening.rt,spacja_trening.duration,trial_trening.started,pilot_fiksacja1.started,pilot_fiksacja1.stopped,pilot_label_text.started,pilot_label_text.stopped,pilot_fiksacja2.started,pilot_fiksacja2.stopped,pilot_stim_image.started,pilot_stim_image.stopped,pilot_suwak.started,pilot_pytanie.started,pilot_lewa_etykieta.started,pilot_prawa_etykieta.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,False,0.02127869997639209,0.031217699986882508,0.031217699986882508,8.624001300078817,space,8.590758000034839,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287966 ,001,2026-04-27_16h58.31.512,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 16h58.31.986876 +0200,
,,,,,,,,,,8.625086800078861,8.639733700081706,8.639733700081706,8.639733700081706,17.832235599984415,space,9.181612199987285,None,,,,,,,,,,,,,,,,,,,,,287966 ,001,2026-04-27_16h58.31.512,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 16h58.31.986876 +0200,
,,,,,,,,,,,,,,,,,,17.833247700007632,17.8484569999855,17.8484569999855,19.71004450006876,space,1.854332200018689,None,,,,,,,,,,,,,,287966 ,001,2026-04-27_16h58.31.512,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 16h58.31.986876 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,19.75082229997497,19.75441639998462,20.25758750003297,20.424290099996142,23.43259660003241,23.61552870005835,24.13069910008926,24.314592999988236,25.626651099999435,25.709534000023268,25.709534000023268,25.709534000023268,25.709534000023268,,,,,,,,
