10.9708 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
10.9718 	INFO 	Loaded monitor calibration from ['2026_03_18 20:30']
11.8563 	INFO 	Using renderer 'Intel(R) UHD Graphics' for graphics
11.8563 	INFO 	OpenGL version supported by driver is 4..
13.3087 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000284DB56B1C0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000284DB56B160>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000284DB32C190>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(560.0), np.float64(240.0)], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.3088 	EXP 	window1: backgroundImage = ''
13.3088 	EXP 	window1: backgroundFit = 'none'
13.3749 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3912 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4083 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4255 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4428 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4632 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4838 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.5005 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.5159 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.5323 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.5488 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.5648 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.5834 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6023 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6232 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6416 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6628 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6777 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.6969 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.7189 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.7401 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.7413 	DEBUG 	Uploading Texture Font fontname to graphics card
13.7603 	DEBUG 	Upload of Texture Font fontname complete
13.8274 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8469 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8689 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.8700 	DEBUG 	Uploading Texture Font fontname to graphics card
13.8869 	DEBUG 	Upload of Texture Font fontname complete
13.8927 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
13.8928 	EXP 	window1: recordFrameIntervals = False
14.1407 	EXP 	window1: recordFrameIntervals = True
14.1949 	WARNING 	t of last frame was 23.11ms (=1/43)
14.2210 	WARNING 	t of last frame was 26.10ms (=1/38)
14.6621 	WARNING 	t of last frame was 23.08ms (=1/43)
14.6905 	WARNING 	t of last frame was 28.37ms (=1/35)
14.7423 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
15.9370 	EXP 	window1: recordFrameIntervals = False
15.9371 	EXP 	Screen (0) actual frame rate measured at 59.76Hz
15.9976 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.0162 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.0375 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.0591 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.0771 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.0997 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.1229 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.1467 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.1715 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.1964 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.1976 	DEBUG 	Uploading Texture Font fontname to graphics card
16.1989 	DEBUG 	Upload of Texture Font fontname complete
16.5374 	INFO 	keyboard.Keyboard is using ptb backend.
16.5375 	EXP 	untitled_FINAL_NEWEST: status = STARTED
