10.0978 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
10.0987 	INFO 	Loaded monitor calibration from ['2026_03_18 20:30']
10.7659 	INFO 	Using renderer 'Intel(R) UHD Graphics' for graphics
10.7659 	INFO 	OpenGL version supported by driver is 4..
11.9492 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002420DDD08E0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002420DDD0D60>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0.6549, 0.6549, 0.6549]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000024215C6D7B0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(560.0), np.float64(240.0)], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.9493 	EXP 	window1: backgroundImage = ''
11.9493 	EXP 	window1: backgroundFit = 'none'
12.0029 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.0222 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.0410 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.0589 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.0776 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.0971 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.1155 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.1315 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.1497 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.1675 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.1876 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.2071 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.2256 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.2450 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.2616 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.2806 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.2975 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.3161 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.3344 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.3534 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.3704 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.3865 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4051 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4221 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4427 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4619 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4806 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4978 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4985 	DEBUG 	Uploading Texture Font fontname to graphics card
12.5097 	DEBUG 	Upload of Texture Font fontname complete
12.5601 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5788 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5793 	DEBUG 	Uploading Texture Font fontname to graphics card
12.5957 	DEBUG 	Upload of Texture Font fontname complete
12.9285 	INFO 	keyboard.Keyboard is using ptb backend.
12.9285 	EXP 	untitled_FINAL_NEWEST: status = STARTED
13.1454 	EXP 	Created text_instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.03), italic=False, languageStyle='LTR', name='text_instr', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1.5)
13.1891 	EXP 	Created suwak_info = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.03), italic=False, languageStyle='LTR', name='suwak_info', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1.3)
13.2382 	EXP 	Created proba_testowa = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.04), italic=False, languageStyle='LTR', name='proba_testowa', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1.4)
13.2549 	EXP 	Created pilot_label_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='pilot_label_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1.3)
