image_path,label,show_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,trial.started,label_text.started,stim_image.started,label_text.stopped,slider_emotion1.started,slider_emotion2.started,stim_image.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\360_F_268212419_ZBJvlgVezhjziaP9aynnMGMLOvjUgNG5.jpg,Ten piesek jest smutny,1,0,0,0,0,0,0,0,0.10808510000060778,,False,0.10365199999068864,0.10808510000060778,1.0117977000045357,1.1115208999981405,2.009098199996515,2.009098199996515,2.025263499992434,,,,,,,,,
