thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,text_instr.started,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,demo_suwaka.started,suwak_info.started,spacja_suwak.started,suwaki_instrukcja.started,demo_suwaka.stopped,spacja_suwak.keys,spacja_suwak.rt,spacja_suwak.duration,info_trening.started,spacja_trening.started,proba_testowa.started,info_trening.stopped,spacja_trening.keys,spacja_trening.rt,spacja_trening.duration,trial_trening.started,pilot_fiksacja1.started,pilot_fiksacja1.stopped,pilot_label_text.started,pilot_label_text.stopped,pilot_fiksacja2.started,pilot_fiksacja2.stopped,pilot_stim_image.started,pilot_stim_image.stopped,pilot_suwak.started,pilot_pytanie.started,pilot_lewa_etykieta.started,pilot_prawa_etykieta.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,False,0.03188770008273423,0.044333300087600946,0.044333300087600946,1.2019248000578955,space,1.1216720999218524,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372665,001,2026-04-27_16h52.54.552,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 16h52.55.274854 +0200,
,,,,,,,,,,1.202566200052388,1.207259300048463,1.207259300048463,1.207259300048463,2.9469981000293046,space,1.7254872999619693,None,,,,,,,,,,,,,,,,,,,,,372665,001,2026-04-27_16h52.54.552,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 16h52.55.274854 +0200,
,,,,,,,,,,,,,,,,,,2.947617500089109,2.9631375999888405,2.9631375999888405,8.099526899983175,space,5.129068800015375,None,,,,,,,,,,,,,,372665,001,2026-04-27_16h52.54.552,untitled_FINAL_NEWEST,,2026.1.1,2026-04-27 16h52.55.274854 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,8.136222000000998,8.140410399995744,8.647530400077812,8.813218199997209,11.82173970004078,12.004761600052007,12.519871000084095,12.703927300055511,14.016052499995567,14.09877270006109,14.09877270006109,14.09877270006109,14.09877270006109,,,,,,,,
