thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,textbox_2.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,False,0.03253710002172738,0.04968669998925179,0.04968669998925179,,,,,,,,
