image_path,etykieta,left_label,right_label,show_label,proporcja_zdjecia,typ_etykiety,warunek,kierunek,thisN,thisTrialN,thisRepN,spacja_przerwa.keys,suwak_badanie.response,suwak_badanie.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,spacja_przerwa.rt,spacja_przerwa.duration,thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,text_instr.started,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,demo_suwaka.started,suwak_info.started,spacja_suwak.started,demo_suwaka.stopped,spacja_suwak.keys,spacja_suwak.rt,spacja_suwak.duration,info_trening.started,spacja_trening.started,proba_testowa.started,info_trening.stopped,spacja_trening.keys,spacja_trening.rt,spacja_trening.duration,trial_trening.started,pilot_fiksacja1.started,pilot_fiksacja1.stopped,pilot_label_text.started,pilot_label_text.stopped,pilot_fiksacja2.started,pilot_fiksacja2.stopped,pilot_stim_image.started,pilot_suwak.started,pilot_pytanie.started,pilot_lewa_etykieta.started,pilot_prawa_etykieta.started,pilot_stim_image.stopped,trial_trening.stopped,pilot_suwak.response,pilot_suwak.rt,koniec_treningu.started,spacja_start.started,start_badania.started,koniec_treningu.stopped,spacja_start.keys,spacja_start.rt,spacja_start.duration,przerwa.started,przerwa.stopped,trials.spacja_przerwa.keys,trial.started,fiksacja1.started,fiksacja1.stopped,label_text.started,label_text.stopped,fiksacja2.started,fiksacja2.stopped,stim_image.started,suwak_badanie.started,lewa_etykieta.started,prawa_etykieta.started,pytanie.started,stim_image.stopped,trial.stopped,trials.suwak_badanie.response,trials.suwak_badanie.rt,przerwa_text.started,spacja_przerwa.started,trials.spacja_przerwa.rt,trials.spacja_przerwa.duration,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,,,False,0.03092399996239692,0.04357699997490272,0.04357699997490272,4.7289030000101775,space,4.657028999994509,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803208,001,2026-04-24_19h44.46.826,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 19h44.47.473210 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.729416499962099,4.734136799990665,4.734136799990665,9.305047300003935,space,4.565000900009181,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803208,001,2026-04-24_19h44.46.826,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 19h44.47.473210 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.30565569997998,9.321338999958243,9.321338999958243,13.411058600002434,space,4.077637999958824,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803208,001,2026-04-24_19h44.46.826,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 19h44.47.473210 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.44716719997814,13.450653499981854,13.95874609996099,14.125152499997057,17.133540400012862,17.316341799974907,17.83165760000702,18.015444699965883,18.91299749998143,18.91299749998143,18.91299749998143,18.91299749998143,18.928236899955664,22.902446699969005,20.833333333333343,9.45612250000704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803208,001,2026-04-24_19h44.46.826,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 19h44.47.473210 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.903079999960028,22.917835099971853,22.917835099971853,26.7248976000119,space,3.7988224999862723,None,,,,,,,,,,,,,,,,,,,,,,,,803208,001,2026-04-24_19h44.46.826,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 19h44.47.473210 +0200,
"C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\Twarze 50,50\SZ 50,50\1K SZ 5050.png",Model sztucznej inteligencji wykrył w tej twarzy 72% strachu .,strach,złość,1,50/50,Procentowa AI,n/d,Sugestia Lewo strach,0,0,0,None,-32.8125,7.9885782999917865,0,0,0,0,,,26.841552999976557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.763827799994033,26.76386189996265,None,26.838164799963124,26.841552999976557,27.355662899964955,27.472079499973916,30.181266799976584,30.363853199989535,30.87923039996531,31.07943380001234,32.27545369998552,32.27545369998552,32.27545369998552,32.27545369998552,32.291944800002966,34.83674509997945,-32.8125,7.9885782999917865,,,,,803208,001,2026-04-24_19h44.46.826,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 19h44.47.473210 +0200,
"C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\Twarze 80,20\OZ 80,20\1K OZ 8020.png",Poprzedni badani wykryli w tej twarzy oczekiwanie.,zaskoczenie,oczekiwanie,1,80/20 oczekiwanie,Kategorialna Ludzie,Zgodny,Dominacja Prawo oczekiwanie,1,1,0,None,38.64583333333333,7.416267000022344,0,1,1,1,,,34.892794999992475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.83728559996234,34.837344700004905,None,34.88994999998249,34.892794999992475,35.40026629995555,35.55007769999793,38.25893489998998,38.44204940000782,38.95687629998429,39.140830799995456,40.33698229998117,40.33698229998117,40.33698229998117,40.33698229998117,40.35351649997756,42.315844999975525,38.64583333333333,7.416267000022344,,,,,803208,001,2026-04-24_19h44.46.826,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 19h44.47.473210 +0200,
"C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\Twarze 50,50\RS 50,50\1K RS 5050.png",test,radość,smutek,0,50/50,Kontrolna,kontrolny,Brak,2,2,0,None,20.625,7.621568200003821,0,2,2,2,,,42.36453600000823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.316383700002916,42.31644359999336,None,42.36068029998569,42.36453600000823,42.88000070000999,43.02929099998437,45.738699799985625,45.921748299966566,46.43680779996794,46.62035159999505,47.81652180000674,47.81652180000674,47.81652180000674,47.81652180000674,47.83295680000447,49.99495859997114,20.625,7.621568200003821,,,,,803208,001,2026-04-24_19h44.46.826,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 19h44.47.473210 +0200,
"C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\Twarze 80,20\ZW 80,20\1K ZW 8020.png",Poprzedni badani wykryli w tej twarzy 20% zaufania.,zaufanie,wstręt,1,80/20 zaufania,Procentowa Ludzie,Niezgodny,Dominacja Lewo zaufanie,3,3,0,None,-30.208333333333336,6.900247799989302,0,3,3,3,,,50.05276109999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.99549429997569,49.99555459996918,None,50.049767899967264,50.05276109999977,50.558936299989,50.70817649998935,53.41741799999727,53.600615600007586,54.11586779996287,54.2996161999763,55.49566730001243,55.49566730001243,55.49566730001243,55.49566730001243,55.51232489995891,56.95930759998737,-30.208333333333336,6.900247799989302,,,,,803208,001,2026-04-24_19h44.46.826,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 19h44.47.473210 +0200,
"C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\Twarze 50,50\ZO 50,50\1K ZO 5050.png",Poprzedni badani wykryli w tej twarzy 75% oczekiwania.,zaskoczenie,oczekiwanie,1,50/50 ,Procentowa Ludzie,n/d,Sugestia Prawo oczekiwanie,4,4,0,None,29.6875,7.166780499974266,0,4,4,4,,,57.014801599958446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.95978049997939,56.959829700004775,None,57.0108709000051,57.014801599958446,57.52333539997926,57.672990899998695,60.38219209999079,60.56503120000707,61.080324099981226,61.263998300011735,62.45992890000343,62.45992890000343,62.45992890000343,62.45992890000343,62.47645759995794,64.18949719995726,29.6875,7.166780499974266,,,,,803208,001,2026-04-24_19h44.46.826,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 19h44.47.473210 +0200,
"C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\Twarze 80,20\ZS 80,20\1K ZS 8020.png",test,strach,złość,0,80/20 prawo (złość),Kontrolna,kontrolny,Brak,5,5,0,None,-32.5,7.277738899982069,0,5,5,5,,,64.24946879997151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.189920099976,64.18997349997517,None,64.24550389999058,64.24946879997151,64.75352869997732,64.90332320000743,67.61242849996779,67.79528089996893,68.31049469998106,68.49436469998909,69.69039689999772,69.69039689999772,69.69039689999772,69.69039689999772,69.7066679999698,71.53578239999479,-32.5,7.277738899982069,,,,,803208,001,2026-04-24_19h44.46.826,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 19h44.47.473210 +0200,
"C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\Twarze 50,50\ZW 50,50\1K ZW 5050.png",Poprzedni badani wykryli w tej twarzy wstręt.,zaufanie,wstręt,1,50/50,Kategorialna Ludzie,n/d,Sugestia Prawo wstręt,6,6,0,None,29.791666666666657,6.977732900006231,0,6,6,6,,,71.59633819997543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.53620450000744,71.53626889997395,None,71.59203020000132,71.59633819997543,72.10022379999282,72.24958149995655,74.95920149999438,75.14179610001156,75.65724989998853,75.84095619997242,77.03665079997154,77.03665079997154,77.03665079997154,77.03665079997154,77.05333969998173,78.58353399997577,29.791666666666657,6.977732900006231,,,,,803208,001,2026-04-24_19h44.46.826,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 19h44.47.473210 +0200,
"C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\Twarze 80,20\RS 80,20\1K RS 8020.png",Model sztucznej inteligencji wykrył w tej twarzy smutek.,radość,smutek,1,80/20 radość,Kategorialna AI,Niezgodny,Dominacja Lewo radość,7,7,0,None,35.9375,6.8176896999939345,0,7,7,7,,,78.63745390000986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.58406699995976,78.58412399998633,None,78.63364670000738,78.63745390000986,79.14726399997016,79.29727330000605,82.00646870001219,82.18934119999176,82.70458969997708,82.88824790000217,84.08426099998178,84.08426099998178,84.08426099998178,84.08426099998178,84.10063820000505,85.46474610001314,35.9375,6.8176896999939345,,,,,803208,001,2026-04-24_19h44.46.826,untitled_FINAL_NEWEST,,2026.1.1,2026-04-24 19h44.47.473210 +0200,
"C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\Twarze 50,50\ZO 50,50\1M ZO 5050.png",Model sztucznej inteligencji wykrył w tej twarzy zaskoczenie.,zaskoczenie,oczekiwanie,1,50/50,Kategorialna AI,n/d,Sugestia Lewo zaskoczenie,8,8,0,,,,0,8,8,8,,,85.48010939999949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.46523789997445,689.6987503999844,space,689.7675946999807,689.7714623999782,690.2798978000064,690.4126713000005,693.1222328000003,693.3050505999709,,,,,,,,,,,85.48010939999949,85.48010939999949,604.2119999999995,None,,,,,,,,
