thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,textbox_2.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,False,0.033745700027793646,0.052910299971699715,0.052910299971699715,,,,,,,,
