8.0566 	INFO 	Loaded monitor calibration from ['2026_03_18 20:30']
8.0852 	WARNING 	User requested fullscreen with size [1090  800], but screen is actually [1920, 1080]. Using actual size
8.9450 	INFO 	Using renderer 'Intel(R) UHD Graphics' for graphics
8.9450 	INFO 	OpenGL version supported by driver is 4..
10.0416 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021606DE7B20>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021606DE7B80>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000021606D586A0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.0417 	EXP 	window1: backgroundImage = ''
10.0417 	EXP 	window1: backgroundFit = 'none'
10.4527 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.4527 	EXP 	window1: recordFrameIntervals = False
10.6009 	EXP 	window1: recordFrameIntervals = True
12.2636 	EXP 	window1: recordFrameIntervals = False
12.2636 	EXP 	Screen (0) actual frame rate measured at 59.99Hz
12.4247 	INFO 	keyboard.Keyboard is using ptb backend.
12.4247 	EXP 	untitled: status = STARTED
12.4577 	EXP 	Created label_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='label_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.4983 	EXP 	Created stim_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=np.False_, flipVert=np.False_, image='default.png', interpolate=True, mask=None, maskParams=None, name='stim_image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.8069 	EXP 	Created slider_emotion1 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-4, fillColor=None, flip=False, font='Noto Sans', granularity=0.0, labelColor=None, labelHeight=np.float64(0.05), labelWrapWidth=None, labels=('smutek', ''), lineColor=None, markerColor=None, name='slider_emotion1', opacity=None, ori=0.0, pos=array([0. , 0.1]), readOnly=False, self=UNKNOWN, size=array([0.5, 0.1]), startValue=3, style='slider', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='norm', win=Window(...))
12.9745 	EXP 	Created slider_emotion2 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-5, fillColor=None, flip=False, font='Noto Sans', granularity=0.0, labelColor=None, labelHeight=np.float64(0.05), labelWrapWidth=None, labels=('', 'radość'), lineColor=None, markerColor=None, name='slider_emotion2', opacity=None, ori=0.0, pos=array([ 0. , -0.1]), readOnly=False, self=UNKNOWN, size=array([0.5, 0.1]), startValue=3, style='slider', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='norm', win=Window(...))
0.0089 	EXP 	slider_emotion1: autoLog = True
0.0089 	EXP 	slider_emotion1: styleTweaks = []
0.0089 	EXP 	slider_emotion1: styleTweaks = []
0.0089 	EXP 	slider_emotion1: styleTweaks = []
0.0089 	EXP 	slider_emotion1: styleTweaks = []
0.0089 	EXP 	slider_emotion1: contrast = 1.0
0.0089 	EXP 	slider_emotion1: markerPos = 3
0.0089 	EXP 	slider_emotion1: autoLog = True
0.0089 	EXP 	slider_emotion2: autoLog = True
0.0089 	EXP 	slider_emotion2: styleTweaks = []
0.0089 	EXP 	slider_emotion2: styleTweaks = []
0.0089 	EXP 	slider_emotion2: styleTweaks = []
0.0089 	EXP 	slider_emotion2: styleTweaks = []
0.0089 	EXP 	slider_emotion2: contrast = 1.0
0.0089 	EXP 	slider_emotion2: markerPos = 3
0.0089 	EXP 	slider_emotion2: autoLog = True
0.0164 	EXP 	Imported C:/Users/julia/OneDrive/Pulpit/percepcja_psychopy/conditions.xlsx as conditions, 12 conditions, 3 params
0.0168 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'image_path': 'C:\\Users\\julia\\OneDrive\\Pulpit\\percepcja_psychopy\\photos\\360_F_268212419_ZBJvlgVezhjziaP9aynnMGMLOvjUgNG5.jpg', 'label': 'Ten piesek jest smutny', 'show_label': 1, 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.1039 	EXP 	label_text: height = np.float64(0.05)
0.1039 	EXP 	label_text: height = np.float64(0.05)
0.1039 	EXP 	label_text: height = np.float64(0.05)
0.1039 	EXP 	label_text: text = 'Ten piesek jest smutny'
0.1039 	EXP 	stim_image: image = 'C:\\Users\\julia\\OneDrive\\Pulpit\\percepcja_psychopy\\photos\\360_F_268212419_ZBJvlgVezhjziaP9aynnMGMLOvjUgNG5.jpg'
0.1039 	EXP 	slider_emotion1: markerPos = None
0.1039 	EXP 	slider_emotion1: markerPos = 3
0.1039 	EXP 	slider_emotion2: markerPos = None
0.1039 	EXP 	slider_emotion2: markerPos = 3
0.1039 	EXP 	slider_emotion2: markerPos = 3
0.1039 	EXP 	label_text: autoDraw = True
0.1071 	EXP 	slider_emotion2: markerPos = 3
0.1191 	EXP 	slider_emotion2: markerPos = 3
0.1357 	EXP 	slider_emotion2: markerPos = 3
0.1526 	EXP 	slider_emotion2: markerPos = 3
0.1692 	EXP 	slider_emotion2: markerPos = 3
0.1856 	EXP 	slider_emotion2: markerPos = 3
0.2024 	EXP 	slider_emotion2: markerPos = 3
0.2191 	EXP 	slider_emotion2: markerPos = 3
0.2358 	EXP 	slider_emotion2: markerPos = 3
0.2524 	EXP 	slider_emotion2: markerPos = 3
0.2691 	EXP 	slider_emotion2: markerPos = 3
0.2855 	EXP 	slider_emotion2: markerPos = 3
0.3023 	EXP 	slider_emotion2: markerPos = 3
0.3185 	EXP 	slider_emotion2: markerPos = 3
0.3352 	EXP 	slider_emotion2: markerPos = 3
0.3516 	EXP 	slider_emotion2: markerPos = 3
0.3686 	EXP 	slider_emotion2: markerPos = 3
