thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,text_instr.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,True,0.016064800031017512,0.030219700012821704,0.030219700012821704,,,,,,,,,
