image_path,label,show_label,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,trial.started,label_text.started,stim_image.started,label_text.stopped,slider_emotion1.started,slider_emotion2.started,stim_image.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\360_F_268212419_ZBJvlgVezhjziaP9aynnMGMLOvjUgNG5.jpg,Ten piesek jest smutny,1,0,0,0,0,0,0,0,0.1538116000010632,,False,0.1475600999983726,0.1538116000010632,1.0201760999916587,1.163671999995131,2.0183809000009205,2.0183809000009205,2.027833999993163,,,,,,,,,
