thisRow.t,notes,piloting,instrukcja.started,text_instr.started,spacja_instr.started,text_instr.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,True,0.011600499972701073,0.025712899980135262,0.025712899980135262,1.0401792000047863,,,,,,,,,
