image_path,etykieta,left_label,right_label,show_label,thisN,thisTrialN,thisRepN,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,trial.started,label_text.started,stim_image.started,label_text.stopped,slider.started,stim_image.stopped,trial.stopped,trials.slider.response,trials.slider.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\ee7bd76502e1d9aea7c74fc5bea75be9.jpg,test,radość,smutek,1,0,0,0,4.425,5.123308799986262,0,0,0,0,0.1021173000044655,,False,0.09713010000996292,0.1021173000044655,1.0179562999983318,1.1126828000124078,2.0101545000215992,2.0270546000101604,5.2358404000115115,4.425,5.123308799986262,462233,001,2026-04-20_14h20.28.202,untitled_FINAL_NEWEST,,2026.1.1,60.30461064852781,2026-04-20 14h20.28.302332 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\ee7bd76502e1d9aea7c74fc5bea75be9.jpg,test,strach,złość,1,1,1,0,1.5166666666666666,3.2652860999805853,0,1,1,1,5.251912900013849,,,5.245869700011099,5.251912900013849,6.249037700006738,6.265586199995596,7.246242599998368,7.262766600004397,8.526921300013782,1.5166666666666666,3.2652860999805853,462233,001,2026-04-20_14h20.28.202,untitled_FINAL_NEWEST,,2026.1.1,60.30461064852781,2026-04-20 14h20.28.302332 +0200,
C:\Users\julia\OneDrive\Pulpit\percepcja_psychopy\photos\ee7bd76502e1d9aea7c74fc5bea75be9.jpg,test,zaufanie,wstręt,1,2,2,0,,,0,2,2,2,8.542998899996746,,,8.538477199996123,8.542998899996746,9.540061800013063,9.55685850000009,,,,,,,,,,,,,,
