thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,textbox_2.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,False,0.03640330000780523,0.052836299990303814,0.052836299990303814,,,,,,,,
