thisRow.t,notes,piloting,proba.started,proba.stopped,instrukcja.started,spacja_instr.started,text_instr.started,instrukcja.stopped,spacja_instr.keys,spacja_instr.rt,spacja_instr.duration,demo_suwaka.started,suwak_info.started,spacja_suwak.started,demo_suwaka.stopped,spacja_suwak.keys,spacja_suwak.rt,spacja_suwak.duration,info_trening.started,spacja_trening.started,proba_testowa.started,info_trening.stopped,spacja_trening.keys,spacja_trening.rt,spacja_trening.duration,trial_trening.started,pilot_fiksacja1.started,pilot_fiksacja1.stopped,pilot_label_text.started,pilot_label_text.stopped,pilot_fiksacja2.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,True,0.039782000007107854,0.03994669998064637,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-25_19h16.30.093,untitled_FINAL_NEWEST,,2026.1.1,2026-04-25 19h16.30.609848 +0200,
,,,,,0.04007280000951141,0.05986110004596412,0.05986110004596412,1.7479273000499234,space,1.6704212999902666,None,,,,,,,,,,,,,,,,,,,,,pilot,001,2026-04-25_19h16.30.093,untitled_FINAL_NEWEST,,2026.1.1,2026-04-25 19h16.30.609848 +0200,
,,,,,,,,,,,,1.7487870000768453,1.7656527999788523,1.7656527999788523,2.1205176999792457,space,0.3400365000125021,None,,,,,,,,,,,,,,pilot,001,2026-04-25_19h16.30.093,untitled_FINAL_NEWEST,,2026.1.1,2026-04-25 19h16.30.609848 +0200,
,,,,,,,,,,,,,,,,,,,2.1216472000814974,2.13206590001937,2.13206590001937,2.4696140000596642,space,0.3240555999800563,None,,,,,,,pilot,001,2026-04-25_19h16.30.093,untitled_FINAL_NEWEST,,2026.1.1,2026-04-25 19h16.30.609848 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,2.503038899973035,2.513880899990909,3.0288715000497177,3.1797155999811366,6.18777499999851,6.3708329000510275,,,,,,,,
