thisRow.t,notes,piloting,instrukcja.started,spacja_instr.started,text_instr.started,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,True,0.47314810001989827,0.5045139000285417,0.5045139000285417,,,,,,,,
